name	dataaddr	tableaddr	sizey	sizex	type	category
Base Timing Idle			16		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)			16		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)			16		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral)			16		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral)			16		2D	Ignition Timing - Advance
Base Timing Idle (Below Speed Threshold)			1		2D	Ignition Timing - Advance
Base Timing Idle (Below Speed Threshold) 			9		2D	Ignition Timing - Advance
Base Timing Idle (Above Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle (In-Gear)(Above Speed Threshold) 2D			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Above Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Above Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Above Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold) 			4	10	3D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)(MT) 			4	10	3D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Above Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Below Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Below Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (In-Gear)(Below Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Below Speed Threshold)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Below Speed Threshold)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (In-Gear)(Below Speed Threshold)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral) 			9		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle A (Neutral)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral) 			9		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral)(MT)			9		2D	Ignition Timing - Advance
Base Timing Idle B (Neutral)(AT)			9		2D	Ignition Timing - Advance
Base Timing Idle Minimum			9		2D	Ignition Timing - Advance
Base Timing Idle Minimum Vehicle Speed Enable			1		2D	Ignition Timing - Advance
Base Timing Alternate (ECT)			16		2D	Ignition Timing - Advance
Knock Correction Advance Max			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max B			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Additive (Knock Conditions)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Additive A (Knock Conditions)(IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Additive B (Knock Conditions)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary (Knock Conditions High)(IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary (Knock Conditions Low)(IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary Cruise (IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Cruise			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Primary Non-Cruise (IAM)			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Max Non-Cruise			18	16	3D	Ignition Timing - Advance
Knock Correction Advance Alternate Mode			1		Switch	Ignition Timing - Advance
Knock Correction Advance Alternate Mode 			1		Switch	Ignition Timing - Advance
Knock Correction Advance Alternate Mode  			1		Switch	Ignition Timing - Advance
Knock Correction Advance Additive Range (RPM)			4		2D	Ignition Timing - Advance
Timing Compensation A (IAT)			16		2D	Ignition Timing - Compensation
Timing Compensation (IAT) Activation 			8	8	3D	Ignition Timing - Compensation
Timing Compensation A (IAT) Activation			8	8	3D	Ignition Timing - Compensation
Timing Comp Min Load (IAT)			1		2D	Ignition Timing - Compensation
Timing Compensation B (IAT)			16		2D	Ignition Timing - Compensation
Timing Compensation B (IAT) IAM Activation			1		2D	Ignition Timing - Compensation
Timing Compensation B (IAT) Max Additive			1		2D	Ignition Timing - Compensation
Timing Compensation (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation C (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation D (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Cruise A (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Cruise B (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Non-Cruise A (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation Imm. Non-Cruise B (ECT)			16		2D	Ignition Timing - Compensation
Timing Compensation (MRP)			3	5	3D	Ignition Timing - Compensation
Timing Compensation Per Cylinder A  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder B  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder C  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder D  			14		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder A 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder B 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder C 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder D 			16		2D	Ignition Timing - Compensation
Timing Compensation Per Cylinder E			4	14	3D	Ignition Timing - Compensation
Timing Compensation Per Cylinder F			4	14	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (1st)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (2nd)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (3rd)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (4th)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear (5th)			3	4	3D	Ignition Timing - Compensation
Timing Compensation Per Gear Activation (RPM)			2		2D	Ignition Timing - Compensation
Timing Compensation Per Gear Activation (Load)			2		2D	Ignition Timing - Compensation
Feedback Correction Minimum Load 			4		2D	Ignition Timing - Knock Control
Feedback Correction Retard Value 			13		2D	Ignition Timing - Knock Control
Feedback Correction Negative Advance Delay 			13		2D	Ignition Timing - Knock Control
Extended Feedback Correction High RPM Compensation			1		2D	Ignition Timing - Knock Control
Fine Correction Minimum (RPM)			2		2D	Ignition Timing - Knock Control
Fine Correction Maximum (RPM)			2		2D	Ignition Timing - Knock Control
Fine Correction Rows (RPM) 			7		2D	Ignition Timing - Knock Control
Fine Correction Columns (Load) 			7		2D	Ignition Timing - Knock Control
Fine Correction Retard Value A			1		2D	Ignition Timing - Knock Control
Fine Correction Retard Value B			1		2D	Ignition Timing - Knock Control
Fine Correction Retard Value 			13		2D	Ignition Timing - Knock Control
Rough Correction Learning Delay (Increasing)			10		2D	Ignition Timing - Knock Control
Rough Correction Learning Delay (Increasing) 			10		2D	Ignition Timing - Knock Control
Target Throttle Plate Position Divider (RPM)			23		2D	Drive-by-Wire Throttle (DBW)
Speed Limiting (Throttle) 			4		2D	Miscellaneous - Limits
Speed Limiting (Fuel Cut)			4		2D	Miscellaneous - Limits
Speed Limiting (Throttle)			2		2D	Miscellaneous - Limits
Speed Limiting A (Throttle)			2		2D	Miscellaneous - Limits
Speed Limiting B (Throttle)			2		2D	Miscellaneous - Limits
Speed Limiting (Throttle) SI-DRIVE Intelligent			2		2D	Miscellaneous - Limits
EGT Sensor Scaling			30		2D	Miscellaneous - Sensor Scalings
Fuel Temp Sensor Scaling			30		2D	Miscellaneous - Sensor Scalings
Atmospheric Pressure Sensor Scaling			2		2D	Miscellaneous - Sensor Scalings
Fuel Pump Duty Cycle			2		2D	Miscellaneous - Thresholds
Radiator Fan Modes (ECT)			4		2D	Miscellaneous - Thresholds
Radiator Fan Modes C (ECT)			4		2D	Miscellaneous - Thresholds
Radiator Fan Modes D (ECT)			4		2D	Miscellaneous - Thresholds
Atmospheric Pressure Sensor Scaling 			2		2D	Miscellaneous - Sensor Scalings
Gear Determination Thresholds			5		2D	Miscellaneous - Thresholds
Gear Determination Thresholds C			5		2D	Miscellaneous - Thresholds
AFR Sensor Heater Protection		dae00	5		2D	Fueling - O2 Sensor #1
AFR Sensor Heating Limit		daee4	6	6	3D	Fueling - O2 Sensor #1
OL Fuelling Throttle Compensation			6		2D	Alpha - BRZ
OL Fuelling Accelerator Compensation			6		2D	Alpha - BRZ
Catalyst Warm Up Idle		e0f68	3	16	3D	Ignition Timing - Compensation
Catalyst Warm Up Non-Idle		e0fa0	3	16	3D	Ignition Timing - Compensation
AFR Sensor Heating Limit A			6	6	3D	Fueling - O2 Sensor #1
AFR Sensor Heating Limit B			6	6	3D	Fueling - O2 Sensor #1
Force Pass Readiness Monitors			2		Switch	OBD-II
Force Pass Readiness Monitors 			2		Switch	OBD-II
(P0000) PASS CODE (NO DTC DETECTED)			1		Switch	Diagnostic Trouble Codes
(P0000) PASS CODE (NO DTC DETECTED) 			1		Switch	Diagnostic Trouble Codes
(P0026) OSV SOLENOID VALVE CIRCUIT RANGE PERF B1			1		Switch	Diagnostic Trouble Codes
(P0028) OSV SOLENOID VALVE CIRCUIT RANGE PERF B2			1		Switch	Diagnostic Trouble Codes
(P0043) HO2S CIRCUIT LOW B1 S3			1		Switch	Diagnostic Trouble Codes
(P0044) HO2S CIRCUIT HIGH B1 S3			1		Switch	Diagnostic Trouble Codes
(P0050) HO2S CIRCUIT RANGE PERF B2 S1			1		Switch	Diagnostic Trouble Codes
(P0051) HO2S CIRCUIT LOW B2 S1			1		Switch	Diagnostic Trouble Codes
(P0052) HO2S CIRCUIT HIGH B2 S1			1		Switch	Diagnostic Trouble Codes
(P0057) HO2S CIRCUIT LOW B2 S2			1		Switch	Diagnostic Trouble Codes
(P0058) HO2S CIRCUIT HIGH B2 S2			1		Switch	Diagnostic Trouble Codes
(P0076) INTAKE VALVE CIRCUIT LOW (BANK 1)			1		Switch	Diagnostic Trouble Codes
(P0077) INTAKE VALVE CONTROL HIGH (BANK 1)			1		Switch	Diagnostic Trouble Codes
(P0082) INTAKE VALVE CONTROL LOW (BANK 2)			1		Switch	Diagnostic Trouble Codes
(P0083) INTAKE VALVE CONTROL HIGH (BANK 2)			1		Switch	Diagnostic Trouble Codes
(P0121) TPS RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0126) INSUFFICIENT COOLANT TEMP (OPERATION)			1		Switch	Diagnostic Trouble Codes
(P0129) ATMOS. PRESSURE SENSOR RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0139) REAR O2 SENSOR SLOW RESPONSE			1		Switch	Diagnostic Trouble Codes
(P0143) O2 SENSOR CIRCUIT LOW B1 S3			1		Switch	Diagnostic Trouble Codes
(P0144) O2 SENSOR CIRCUIT HIGH B1 S3			1		Switch	Diagnostic Trouble Codes
(P0145) O2 SENSOR CIRCUIT SLOW RESPONSE B1 S3			1		Switch	Diagnostic Trouble Codes
(P0151) O2 SENSOR CIRCUIT LOW B2 S1			1		Switch	Diagnostic Trouble Codes
(P0152) O2 SENSOR CIRCUIT HIGH B2 S1			1		Switch	Diagnostic Trouble Codes
(P0153) O2 SENSOR CIRCUIT SLOW RESPONSE B2 S1			1		Switch	Diagnostic Trouble Codes
(P0154) O2 SENSOR CIRCUIT OPEN B2 S1			1		Switch	Diagnostic Trouble Codes
(P0157) O2 SENSOR CIRCUIT LOW B2 S2			1		Switch	Diagnostic Trouble Codes
(P0158) O2 SENSOR CIRCUIT HIGH B2 S2			1		Switch	Diagnostic Trouble Codes
(P0159) O2 SENSOR CIRCUIT SLOW RESPONSE B2 S2			1		Switch	Diagnostic Trouble Codes
(P0160) O2 SENSOR NO ACTIVITY B2 S2			1		Switch	Diagnostic Trouble Codes
(P0174) SYSTEM TOO LEAN B2			1		Switch	Diagnostic Trouble Codes
(P0175) SYSTEM TOO RICH B2			1		Switch	Diagnostic Trouble Codes
(P0181) FUEL TEMP SENSOR A RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0182) FUEL TEMP SENSOR A LOW INPUT			1		Switch	Diagnostic Trouble Codes
(P0183) FUEL TEMP SENSOR A HIGH INPUT			1		Switch	Diagnostic Trouble Codes
(P0244) WASTEGATE SOLENOID A RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0245) WASTEGATE SOLENOID A LOW			1		Switch	Diagnostic Trouble Codes
(P0246) WASTEGATE SOLENOID A HIGH			1		Switch	Diagnostic Trouble Codes
(P0261) FUEL INJECTOR #1 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0264) FUEL INJECTOR #2 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0267) FUEL INJECTOR #3 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0270) FUEL INJECTOR #4 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0300) RANDOM MULTIPLE CYLINDER MISFIRE DETECTED			1		Switch	Diagnostic Trouble Codes
(P0301) MISFIRE CYLINDER 1			1		Switch	Diagnostic Trouble Codes
(P0302) MISFIRE CYLINDER 2			1		Switch	Diagnostic Trouble Codes
(P0303) MISFIRE CYLINDER 3			1		Switch	Diagnostic Trouble Codes
(P0304) MISFIRE CYLINDER 4			1		Switch	Diagnostic Trouble Codes
(P0305) MISFIRE CYLINDER 5			1		Switch	Diagnostic Trouble Codes
(P0306) MISFIRE CYLINDER 6			1		Switch	Diagnostic Trouble Codes
(P0350) IGNITION COIL PRIMARY/SECONDARY			1		Switch	Diagnostic Trouble Codes
(P0400) EGR FLOW			1		Switch	Diagnostic Trouble Codes
(P0410) SECONDARY AIR PUMP SYSTEM			1		Switch	Diagnostic Trouble Codes
(P0411) SECONDARY AIR PUMP INCORRECT FLOW			1		Switch	Diagnostic Trouble Codes
(P0413) SECONDARY AIR PUMP A OPEN			1		Switch	Diagnostic Trouble Codes
(P0414) SECONDARY AIR PUMP A SHORTED			1		Switch	Diagnostic Trouble Codes
(P0416) SECONDARY AIR PUMP B OPEN			1		Switch	Diagnostic Trouble Codes
(P0417) SECONDARY AIR PUMP B SHORTED			1		Switch	Diagnostic Trouble Codes
(P0418) SECONDARY AIR PUMP RELAY A			1		Switch	Diagnostic Trouble Codes
(P0442) EVAP LEAK DETECTED (SMALL)			1		Switch	Diagnostic Trouble Codes
(P0447) EVAP VENT CONTROL CIRCUIT OPEN			1		Switch	Diagnostic Trouble Codes
(P0448) EVAP VENT CONTROL CIRCUIT SHORTED			1		Switch	Diagnostic Trouble Codes
(P0451) EVAP PRESSURE SENSOR RANGE/PERF			1		Switch	Diagnostic Trouble Codes
(P0452) EVAP PRESSURE SENSOR LOW INPUT			1		Switch	Diagnostic Trouble Codes
(P0453) EVAP PRESSURE SENSOR HIGH INPUT			1		Switch	Diagnostic Trouble Codes
(P0457) EVAP LEAK DETECTED (FUEL CAP)			1		Switch	Diagnostic Trouble Codes
(P0464) FUEL LEVEL SENSOR INTERMITTENT			1		Switch	Diagnostic Trouble Codes
(P0483) RADIATOR FAN RATIONALITY CHECK			1		Switch	Diagnostic Trouble Codes
(P0500) VEHICLE SPEED SENSOR A			1		Switch	Diagnostic Trouble Codes
(P0502) VEHICLE SPEED SENSOR LOW INPUT			1		Switch	Diagnostic Trouble Codes
(P0503) VEHICLE SPEED SENSOR INTERMITTENT			1		Switch	Diagnostic Trouble Codes
(P0508) IDLE CONTROL CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0509) IDLE CONTROL CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P0519) IDLE CONTROL MALFUNCTION (FAIL-SAFE)			1		Switch	Diagnostic Trouble Codes
(P0545) EGT SENSOR CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0546) EGT SENSOR CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P0558) ALTERNATOR CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0559) ALTERNATOR CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P0565) CRUISE CONTROL SET SIGNAL			1		Switch	Diagnostic Trouble Codes
(P0600) SERIAL COMMUNICATION LINK			1		Switch	Diagnostic Trouble Codes
(P0602) CONTROL MODULE PROG. ERROR			1		Switch	Diagnostic Trouble Codes
(P0607) CONTROL MODULE PERFORMANCE			1		Switch	Diagnostic Trouble Codes
(P0638) THROTTLE ACTUATOR RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0691) RADIATOR FAN CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0692) RADIATOR FAN CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P0703) BRAKE SWITCH INPUT MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P0705) TRANSMISSION RANGE SENSOR MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P0710) ATF TEMP SENSOR MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P0716) TORQUE CONVERTER TURBINE SPEED RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0720) AT VEHICLE SPEED SENSOR HIGH			1		Switch	Diagnostic Trouble Codes
(P0726) ENGINE SPEED INPUT RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0731) GEAR 1 INCORRECT RATIO			1		Switch	Diagnostic Trouble Codes
(P0732) GEAR 2 INCORRECT RATIO			1		Switch	Diagnostic Trouble Codes
(P0733) GEAR 3 INCORRECT RATIO			1		Switch	Diagnostic Trouble Codes
(P0734) GEAR 4 INCORRECT RATIO			1		Switch	Diagnostic Trouble Codes
(P0741) TORQUE CONVERTER CLUTCH MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P0743) TORQUE CONVERTER CLUTCH LOCK-UP DUTY SOLENOID			1		Switch	Diagnostic Trouble Codes
(P0748) PRESSURE CONTROL LINE PRESSURE DUTY SOLENOID			1		Switch	Diagnostic Trouble Codes
(P0753) SHIFT SOLENOID A ELECTRICAL			1		Switch	Diagnostic Trouble Codes
(P0758) SHIFT SOLENOID B ELECTRICAL			1		Switch	Diagnostic Trouble Codes
(P0771) AT LOW CLUTCH TIMING SOLENOID MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P0778) AT 2-4 BRAKE PRESSURE SOLENOID MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P0785) AT 2-4 BRAKE TIMING SOLENOID MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P0864) TCM COMMUNICATION RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P0865) TCM COMMUNICATION CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P0866) TCM COMMUNICATION CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P1026) VVL SYSTEMS 1 PERFORMANCE			1		Switch	Diagnostic Trouble Codes
(P1028) VVL SYSTEMS 2 PERFORMANCE			1		Switch	Diagnostic Trouble Codes
(P1086) TGV POS. 2 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P1087) TGV POS. 2 CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P1088) TGV POS. 1 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P1089) TGV POS. 1 CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P1090) TGV SYSTEM 1 (VALVE OPEN)			1		Switch	Diagnostic Trouble Codes
(P1091) TGV SYSTEM 1 (VALVE CLOSE)			1		Switch	Diagnostic Trouble Codes
(P1092) TGV SYSTEM 2 (VALVE OPEN)			1		Switch	Diagnostic Trouble Codes
(P1093) TGV SYSTEM 2 (VALVE CLOSE)			1		Switch	Diagnostic Trouble Codes
(P1094) TGV SIGNAL 1 (OPEN)			1		Switch	Diagnostic Trouble Codes
(P1095) TGV SIGNAL 1 (SHORT)			1		Switch	Diagnostic Trouble Codes
(P1096) TGV SIGNAL 2 (OPEN)			1		Switch	Diagnostic Trouble Codes
(P1097) TGV SIGNAL 2 (SHORT)			1		Switch	Diagnostic Trouble Codes
(P1110) ATMOS. PRESSURE SENSOR LOW INPUT			1		Switch	Diagnostic Trouble Codes
(P1111) ATMOS. PRESSURE SENSOR HIGH INPUT			1		Switch	Diagnostic Trouble Codes
(P1152) FRONT O2 SENSOR RANGE PERF LOW B1 S1			1		Switch	Diagnostic Trouble Codes
(P1153) FRONT O2 SENSOR RANGE PERF HIGH B1 S1			1		Switch	Diagnostic Trouble Codes
(P1154) O2 SENSOR RANGE PERF LOW B2 S1			1		Switch	Diagnostic Trouble Codes
(P1155) O2 SENSOR RANGE PERF HIGH B2 S1			1		Switch	Diagnostic Trouble Codes
(P1282) PCV SYSTEM CIRCUIT (OPEN)			1		Switch	Diagnostic Trouble Codes
(P1301) MISFIRE (HIGH TEMP EXHAUST GAS)			1		Switch	Diagnostic Trouble Codes
(P1312) EGT SENSOR MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P1400) FUEL TANK PRESSURE SOL. LOW			1		Switch	Diagnostic Trouble Codes
(P1410) SECONDARY AIR PUMP VALVE STUCK OPEN			1		Switch	Diagnostic Trouble Codes
(P1418) SECONDARY AIR PUMP CIRCUIT SHORTED			1		Switch	Diagnostic Trouble Codes
(P1420) FUEL TANK PRESSURE SOL. HIGH INPUT			1		Switch	Diagnostic Trouble Codes
(P1443) VENT CONTROL SOLENOID FUNCTION PROBLEM			1		Switch	Diagnostic Trouble Codes
(P1446) FUEL TANK SENSOR CONTROL CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P1447) FUEL TANK SENSOR CONTROL CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P1448) FUEL TANK SENSOR CONTROL RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P1491) PCV (BLOWBY) FUNCTION PROBLEM			1		Switch	Diagnostic Trouble Codes
(P1492) EGR SOLENOID SIGNAL 1 MALFUNCTION (LOW)			1		Switch	Diagnostic Trouble Codes
(P1493) EGR SOLENOID SIGNAL 1 MALFUNCTION (HIGH)			1		Switch	Diagnostic Trouble Codes
(P1494) EGR SOLENOID SIGNAL 2 MALFUNCTION (LOW)			1		Switch	Diagnostic Trouble Codes
(P1495) EGR SOLENOID SIGNAL 2 MALFUNCTION (HIGH)			1		Switch	Diagnostic Trouble Codes
(P1496) EGR SIGNAL 3 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P1497) EGR SOLENOID SIGNAL 3 MALFUNCTION (HIGH)			1		Switch	Diagnostic Trouble Codes
(P1498) EGR SIGNAL 4 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P1499) EGR SIGNAL 4 CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P1518) STARTER SWITCH LOW INPUT			1		Switch	Diagnostic Trouble Codes
(P1519) IMRC STUCK CLOSED			1		Switch	Diagnostic Trouble Codes
(P1520) IMRC CIRCUIT MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P1544) EGT TOO HIGH			1		Switch	Diagnostic Trouble Codes
(P1560) BACK-UP VOLTAGE MALFUNCTION			1		Switch	Diagnostic Trouble Codes
(P1602) CONTROL MODULE PROGRAMMING ERROR			1		Switch	Diagnostic Trouble Codes
(P1616) SBDS INTERACTIVE CODES			1		Switch	Diagnostic Trouble Codes
(P1700) TPS CIRCUIT MALFUNCTION (AT)			1		Switch	Diagnostic Trouble Codes
(P2004) TGV - INTAKE MANIFOLD RUNNER 1 STUCK OPEN			1		Switch	Diagnostic Trouble Codes
(P2005) TGV - INTAKE MANIFOLD RUNNER 2 STUCK OPEN			1		Switch	Diagnostic Trouble Codes
(P2006) TGV - INTAKE MANIFOLD RUNNER 1 STUCK CLOSED			1		Switch	Diagnostic Trouble Codes
(P2007) TGV - INTAKE MANIFOLD RUNNER 2 STUCK CLOSED			1		Switch	Diagnostic Trouble Codes
(P2008) TGV - INTAKE MANIFOLD RUNNER 1 CIRCUIT OPEN			1		Switch	Diagnostic Trouble Codes
(P2009) TGV - INTAKE MANIFOLD RUNNER 1 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P2011) TGV - INTAKE MANIFOLD RUNNER 2 CIRCUIT OPEN			1		Switch	Diagnostic Trouble Codes
(P2012) TGV - INTAKE MANIFOLD RUNNER 2 CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P2016) TGV - INTAKE MANIFOLD RUNNER 1 POS. SENSOR LOW			1		Switch	Diagnostic Trouble Codes
(P2017) TGV - INTAKE MANIFOLD RUNNER 1 POS. SENSOR HIGH			1		Switch	Diagnostic Trouble Codes
(P2021) TGV - INTAKE MANIFOLD RUNNER 2 POS. SENSOR LOW			1		Switch	Diagnostic Trouble Codes
(P2022) TGV - INTAKE MANIFOLD RUNNER 2 POS. SENSOR HIGH			1		Switch	Diagnostic Trouble Codes
(P2088) OCV SOLENOID A1 CIRCUIT OPEN			1		Switch	Diagnostic Trouble Codes
(P2089) OCV SOLENOID A1 CIRCUIT SHORT			1		Switch	Diagnostic Trouble Codes
(P2090) OCV SOLENOID B1 CIRCUIT OPEN			1		Switch	Diagnostic Trouble Codes
(P2091) OCV SOLENOID B1 CIRCUIT SHORT			1		Switch	Diagnostic Trouble Codes
(P2092) OCV SOLENOID A2 CIRCUIT OPEN			1		Switch	Diagnostic Trouble Codes
(P2093) OCV SOLENOID A2 CIRCUIT SHORT			1		Switch	Diagnostic Trouble Codes
(P2094) OCV SOLENOID B2 CIRCUIT OPEN			1		Switch	Diagnostic Trouble Codes
(P2095) OCV SOLENOID B2 CIRCUIT SHORT			1		Switch	Diagnostic Trouble Codes
(P2098) POST CATALYST TOO LEAN B2			1		Switch	Diagnostic Trouble Codes
(P2099) POST CATALYST TOO RICH B2			1		Switch	Diagnostic Trouble Codes
(P2227) BARO. PRESSURE CIRCUIT RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P2228) BARO. PRESSURE CIRCUIT LOW INPUT			1		Switch	Diagnostic Trouble Codes
(P2229) BARO. PRESSURE CIRCUIT HIGH INPUT			1		Switch	Diagnostic Trouble Codes
(P2431) SECONDARY AIR PUMP CIRCUIT RANGE PERF			1		Switch	Diagnostic Trouble Codes
(P2432) SECONDARY AIR PUMP CIRCUIT LOW			1		Switch	Diagnostic Trouble Codes
(P2433) SECONDARY AIR PUMP CIRCUIT HIGH			1		Switch	Diagnostic Trouble Codes
(P2440) SECONDARY AIR PUMP VALVE 1 STUCK OPEN			1		Switch	Diagnostic Trouble Codes
(P2441) SECONDARY AIR PUMP VALVE 1 STUCK CLOSED			1		Switch	Diagnostic Trouble Codes
(P2442) SECONDARY AIR PUMP VALVE 2 STUCK OPEN			1		Switch	Diagnostic Trouble Codes
(P2443) SECONDARY AIR PUMP 2 STUCK CLOSED			1		Switch	Diagnostic Trouble Codes
(P2444) SECONDARY AIR PUMP 1 STUCK ON B1			1		Switch	Diagnostic Trouble Codes
(P2503) CHARGING SYSTEM VOLTAGE LOW			1		Switch	Diagnostic Trouble Codes
(P2504) CHARGING SYSTEM VOLTAGE HIGH			1		Switch	Diagnostic Trouble Codes
Checksum Fix			204		Switch	Checksum Fix
Checksum Fix 2			24		Switch	Checksum Fix
